0;2016-04-17 20:19:00;26.00
1;2016-04-17 20:19:01;26.00
2;2016-04-17 20:19:02;26.06
3;2016-04-17 20:19:03;26.06
4;2016-04-17 20:19:04;26.06
5;2016-04-17 20:19:05;26.06
6;2016-04-17 20:19:06;26.06
7;2016-04-17 20:19:07;26.06
8;2016-04-17 20:19:08;26.06
9;2016-04-17 20:19:09;26.06
10;2016-04-17 20:19:10;26.06
11;2016-04-17 20:19:11;26.06
12;2016-04-17 20:19:12;26.06
13;2016-04-17 20:19:13;26.06
14;2016-04-17 20:19:14;26.06
15;2016-04-17 20:19:15;26.06
16;2016-04-17 20:19:16;26.06
17;2016-04-17 20:19:18;26.06
18;2016-04-17 20:19:19;26.06
19;2016-04-17 20:19:20;26.06
20;2016-04-17 20:19:21;26.06
21;2016-04-17 20:19:22;26.06
22;2016-04-17 20:19:23;26.06
23;2016-04-17 20:19:24;26.06
24;2016-04-17 20:19:25;26.06
25;2016-04-17 20:19:26;26.06
26;2016-04-17 20:19:27;26.06
27;2016-04-17 20:19:28;26.06
28;2016-04-17 20:19:29;26.06
29;2016-04-17 20:19:30;26.06
30;2016-04-17 20:19:31;26.06
31;2016-04-17 20:19:32;26.06
32;2016-04-17 20:19:33;26.06
33;2016-04-17 20:19:35;26.06
34;2016-04-17 20:19:36;26.06
35;2016-04-17 20:19:37;26.06
36;2016-04-17 20:19:38;26.06
37;2016-04-17 20:19:39;26.06
38;2016-04-17 20:19:40;26.06
39;2016-04-17 20:19:41;26.06
40;2016-04-17 20:19:42;26.06
41;2016-04-17 20:19:43;26.06
42;2016-04-17 20:19:44;26.06
43;2016-04-17 20:19:45;26.06
44;2016-04-17 20:19:46;26.06
45;2016-04-17 20:19:47;26.06
46;2016-04-17 20:19:48;26.06
47;2016-04-17 20:19:49;26.06
48;2016-04-17 20:19:50;26.06
49;2016-04-17 20:19:51;26.06
50;2016-04-17 20:19:53;26.13
51;2016-04-17 20:19:54;26.13
52;2016-04-17 20:19:55;26.06
53;2016-04-17 20:19:56;26.13
54;2016-04-17 20:19:57;26.13
55;2016-04-17 20:19:58;26.13
56;2016-04-17 20:19:59;26.13
57;2016-04-17 20:20:00;26.13
58;2016-04-17 20:20:01;26.06
59;2016-04-17 20:20:02;26.13
60;2016-04-17 20:20:03;26.13
61;2016-04-17 20:20:04;26.13
62;2016-04-17 20:20:05;26.13
63;2016-04-17 20:20:06;26.13
64;2016-04-17 20:20:07;26.13
65;2016-04-17 20:20:08;26.13
66;2016-04-17 20:20:09;26.13
67;2016-04-17 20:20:11;26.13
68;2016-04-17 20:20:12;26.13
69;2016-04-17 20:20:13;26.13
70;2016-04-17 20:20:14;26.13
71;2016-04-17 20:20:15;26.13
72;2016-04-17 20:20:16;26.13
73;2016-04-17 20:20:17;26.13
74;2016-04-17 20:20:18;26.13
75;2016-04-17 20:20:19;26.13
76;2016-04-17 20:20:20;26.13
77;2016-04-17 20:20:21;26.13
78;2016-04-17 20:20:22;26.13
79;2016-04-17 20:20:23;26.13
80;2016-04-17 20:20:24;26.13
81;2016-04-17 20:20:25;26.13
82;2016-04-17 20:20:26;26.13
83;2016-04-17 20:20:28;26.13
84;2016-04-17 20:20:29;26.13
85;2016-04-17 20:20:30;26.13
86;2016-04-17 20:20:31;26.13
87;2016-04-17 20:20:32;26.13
88;2016-04-17 20:20:33;26.13
89;2016-04-17 20:20:34;26.13
90;2016-04-17 20:20:35;26.13
91;2016-04-17 20:20:36;26.13
92;2016-04-17 20:20:37;26.13
93;2016-04-17 20:20:38;26.13
94;2016-04-17 20:20:39;26.13
95;2016-04-17 20:20:40;26.13
96;2016-04-17 20:20:41;26.13
97;2016-04-17 20:20:42;26.13
98;2016-04-17 20:20:43;26.13
99;2016-04-17 20:20:44;26.13
100;2016-04-17 20:20:46;26.13
101;2016-04-17 20:20:47;26.13
102;2016-04-17 20:20:48;26.13
103;2016-04-17 20:20:49;26.13
104;2016-04-17 20:20:50;26.13
105;2016-04-17 20:20:51;26.13
106;2016-04-17 20:20:52;26.13
107;2016-04-17 20:20:53;26.13
108;2016-04-17 20:20:54;26.13
109;2016-04-17 20:20:55;26.13
110;2016-04-17 20:20:56;26.13
111;2016-04-17 20:20:57;26.13
112;2016-04-17 20:20:58;26.13
113;2016-04-17 20:20:59;26.13
114;2016-04-17 20:21:00;26.13
115;2016-04-17 20:21:01;26.13
116;2016-04-17 20:21:03;26.13
117;2016-04-17 20:21:04;26.13
118;2016-04-17 20:21:05;26.13
119;2016-04-17 20:21:06;26.13
120;2016-04-17 20:21:07;26.13
121;2016-04-17 20:21:08;26.13
122;2016-04-17 20:21:09;26.13
123;2016-04-17 20:21:10;26.13
124;2016-04-17 20:21:11;26.13
125;2016-04-17 20:21:12;26.13
126;2016-04-17 20:21:13;26.13
127;2016-04-17 20:21:14;26.13
128;2016-04-17 20:21:15;26.13
129;2016-04-17 20:21:16;26.13
130;2016-04-17 20:21:17;26.13
131;2016-04-17 20:21:18;26.13
132;2016-04-17 20:21:19;26.13
133;2016-04-17 20:21:21;26.13
134;2016-04-17 20:21:22;26.13
135;2016-04-17 20:21:23;26.13
136;2016-04-17 20:21:24;26.13
137;2016-04-17 20:21:25;26.13
138;2016-04-17 20:21:26;26.13
139;2016-04-17 20:21:27;26.13
140;2016-04-17 20:21:28;26.13
141;2016-04-17 20:21:29;26.13
142;2016-04-17 20:21:30;26.13
143;2016-04-17 20:21:31;26.13
144;2016-04-17 20:21:32;26.13
145;2016-04-17 20:21:33;26.13
146;2016-04-17 20:21:34;26.13
147;2016-04-17 20:21:35;26.13
148;2016-04-17 20:21:36;26.13
149;2016-04-17 20:21:37;26.13
150;2016-04-17 20:21:39;26.13
151;2016-04-17 20:21:40;26.13
152;2016-04-17 20:21:41;26.13
153;2016-04-17 20:21:42;26.13
154;2016-04-17 20:21:43;26.13
